Id,AnimalName,Spicies,Age,CageNumber,ZooId
4474,Fusce vestibulum,mi pulvinar,6,47,31
4475,libero vel,primis,25,46,7
4476,facilisi varius,sodales sodales,8,48,21
4477,condimentum tempus luctus,molestie elit,4,49,14
4478,quam,ac nibh nisi,18,28,8
4479,Donec cursus,nascetur,20,11,24
4480,iaculis,scelerisque nulla,11,17,16
4481,eu Donec nulla,sem,0,17,41
4482,nisl sem nec,felis,36,24,16
4483,Duis accumsan et,viverra,17,13,34
4484,mi tortor,fermentum,4,38,5
4485,lacus tellus ultricies,at tempor,34,27,26
4486,eu suscipit,Phasellus,26,11,4
4487,facilisis,porta,23,60,31
4488,molestie neque ac,posuere lobortis,39,58,3
4489,elementum Nullam,vulputate faucibus,38,37,45
4490,Sed,vestibulum,7,39,40
4491,natoque,egestas,26,14,0
4492,viverra,lectus nonummy dapibus,13,58,22
4493,nisl,Morbi elementum,31,50,30
4494,neque leo mattis,Vivamus facilisi aliquet,15,28,32
4495,blandit congue iaculis,felis malesuada,46,8,5
4496,scelerisque In velit,Aenean montes quam,43,43,9
4497,Vivamus metus,luctus,20,53,39
4498,senectus,elementum laoreet ac,30,12,34
4499,amet,auctor,21,55,23
4500,est vel,Integer sagittis,12,8,44
4501,penatibus,consectetuer porttitor aliquet,49,59,45
4502,Vestibulum adipiscing,iaculis Phasellus,0,31,11
4503,mattis,arcu,1,16,10
4504,tortor vel,dui,15,44,36
4505,lacinia,tortor nisi ad,28,33,49
4506,taciti Proin,Pellentesque accumsan lectus,13,28,40
4507,purus Morbi,imperdiet tristique,14,57,24
4508,in,dui vehicula,25,40,40
4509,dapibus conubia,molestie montes fermentum,21,58,47
4510,sapien,hendrerit nascetur,22,31,47
4511,eros pharetra nisi,interdum,45,2,18
4512,euismod,natoque mollis netus,0,4,14
4513,vestibulum lacinia Suspendisse,fringilla,10,7,26
4514,pharetra ullamcorper,ut quis,15,1,31
4515,metus egestas,leo varius ac,23,51,25
4516,laoreet,urna lobortis consequat,13,19,40
4517,facilisi hymenaeos,ultricies sit,20,44,10
4518,amet ante sociis,ornare elit,19,17,20
4519,feugiat,odio tellus,11,37,9
4520,aliquet senectus faucibus,taciti volutpat,40,46,9
4521,molestie taciti,ad mauris,40,9,7
4522,lacinia torquent,nibh,7,28,15
4523,Praesent Class,tincidunt dignissim,8,11,35
4524,ullamcorper,quam,47,2,27
4525,sem tristique,iaculis,0,3,11
4526,laoreet felis,parturient felis tellus,36,16,35
4527,aliquam,pretium sem,40,55,11
4528,purus Aliquam tristique,Suspendisse fames,38,35,24
4529,netus Aliquam,parturient,18,43,26
4530,penatibus porttitor,ullamcorper purus,2,14,36
4531,Nulla hendrerit,pellentesque leo dolor,29,3,1
4532,primis ridiculus tellus,lectus parturient turpis,3,5,48
4533,iaculis Integer,nascetur,1,50,20
4534,Phasellus Duis malesuada,luctus vel sed,33,17,15
4535,magna neque,magnis aliquet lectus,17,38,13
4536,libero nisi mauris,feugiat augue id,18,27,2
4537,vitae netus,scelerisque ligula,30,40,23
4538,tincidunt,Aliquam imperdiet,13,46,29
4539,ut,metus,21,5,4
4540,nisi ultrices,tincidunt pretium,40,41,14
4541,at at,ornare vestibulum ridiculus,43,27,3
4542,ultricies,fames fringilla tempus,36,1,16
4543,mattis,volutpat,35,59,8
4544,mauris,Maecenas justo,15,56,32
4545,lacinia orci,accumsan ultricies porta,46,27,43
4546,suscipit,congue feugiat,50,10,33
4547,sed,rhoncus lacus,40,48,36
4548,eget porttitor,sagittis,30,4,29
4549,tristique ornare Praesent,urna Etiam Nunc,15,41,44
4550,enim tellus torquent,ornare,17,4,24
4551,est inceptos,purus ipsum metus,23,42,12
4552,ultrices molestie,Vivamus quam,6,47,15
4553,nostra,tellus tincidunt,12,40,28
4554,Pellentesque,fringilla quis pharetra,11,27,14
4555,sollicitudin eget,sagittis pede,4,56,14
4556,libero,iaculis Sed,22,23,35
4557,pede risus,nostra justo,41,1,46
4558,Nulla velit,montes eu ligula,34,21,24
4559,nonummy,odio Cras,47,17,20
4560,odio facilisi Aliquam,varius ultrices vitae,45,4,31
4561,elit,sollicitudin,29,53,44
4562,morbi gravida,iaculis natoque in,29,22,47
4563,suscipit inceptos Cras,consectetuer,14,17,43
4564,justo,lectus,45,28,12
4565,libero mi,convallis tempus,44,13,47
4566,metus Proin,Fusce,32,23,10
4567,suscipit augue,mollis est,1,59,26
4568,velit cubilia,sagittis,13,1,45
4569,Integer,a ut,42,55,17
4570,Nunc,urna semper nisl,2,20,49
4571,elit sollicitudin,Maecenas justo,38,54,16
4572,magnis,blandit cubilia cubilia,36,35,34
4573,enim Nulla,mattis urna dictum,33,18,17
4574,id egestas dis,parturient massa penatibus,0,53,46
4575,enim turpis,augue,36,49,23
4576,magnis ultricies,mollis conubia elementum,41,39,34
4577,neque est amet,bibendum tortor aptent,17,13,6
4578,at odio fames,accumsan,33,12,24
4579,dis,Nunc,25,36,20
4580,at nisl cubilia,metus,8,14,42
4581,ut neque dapibus,diam aptent laoreet,46,14,5
4582,lorem,ultrices eu,13,48,42
4583,Ut ante,elementum lacus Phasellus,40,9,21
4584,Quisque facilisi,sociis,45,21,4
4585,ornare dolor,libero porta rhoncus,2,46,45
4586,porta,feugiat,9,21,6
4587,lacinia eu iaculis,orci nisl vitae,43,3,12
4588,enim,ac dignissim,49,28,5
4589,Donec natoque,neque rhoncus sem,17,41,40
4590,pellentesque Curae felis,felis Pellentesque quis,43,30,9
4591,Cras mollis metus,ligula tempor,20,38,22
4592,fames luctus,Mauris sodales,36,7,46
4593,laoreet vitae,pede sapien,26,31,11
4594,mi neque condimentum,ut erat In,13,31,43
4595,Ut venenatis sed,arcu blandit,21,43,47
4596,tellus,pellentesque vel auctor,23,22,39
4597,dolor blandit,Cras fermentum,13,32,0
4598,Phasellus nascetur,dignissim at faucibus,22,31,27
4599,tellus,leo risus,32,42,8
4600,Proin pretium,magnis fames,30,60,35
4601,fames sodales,nostra,27,29,49
4602,quam,cubilia ultricies,23,58,26
4603,justo,molestie semper,14,53,3
4604,tristique luctus,porttitor,36,31,40
4605,nonummy tristique nec,quam malesuada fermentum,22,49,48
4606,purus libero adipiscing,pellentesque eget orci,26,18,10
4607,Aenean scelerisque fames,netus,48,10,16
4608,ridiculus,lorem Pellentesque,1,18,30
4609,Vivamus,dignissim sodales nunc,36,4,25
4610,eros rutrum libero,non tempus at,7,38,32
4611,consequat vulputate lorem,urna erat,22,11,4
4612,ullamcorper,mi Duis,4,53,49
4613,lacinia aptent,vestibulum,22,29,46
4614,eu primis eros,Donec lobortis porttitor,36,9,25
4615,Curae,Nunc egestas,29,49,29
4616,sociis Quisque,taciti velit lectus,5,1,18
4617,porta Cum euismod,magna,26,7,26
4618,Curae congue Donec,sapien imperdiet condimentum,37,15,43
4619,lobortis,tincidunt,6,15,34
4620,mattis pellentesque Nullam,malesuada,42,39,21
4621,Nam,lobortis nascetur,8,11,49
4622,ligula sem tortor,auctor odio,3,8,39
4623,Etiam malesuada Phasellus,condimentum ante magnis,28,53,15
4624,imperdiet,id dignissim commodo,29,50,41
4625,Integer rhoncus congue,Proin,43,1,38
4626,augue ultrices pellentesque,mus cursus,37,40,36
4627,leo Quisque,nostra,15,45,43
4628,dignissim,tortor eleifend vehicula,33,17,12
4629,interdum Cum,semper risus accumsan,12,10,14
4630,conubia,tempus pretium,2,33,39
4631,sodales sed vulputate,netus accumsan primis,34,1,13
4632,mus mattis tristique,per consectetuer,17,29,3
4633,fames Cum vehicula,elementum,47,44,36
4634,nascetur,massa nisl,50,58,6
4635,euismod,iaculis consectetuer porta,28,39,3
4636,mollis,Aliquam vel,33,23,36
4637,dapibus pharetra eget,Donec hymenaeos,31,25,13
4638,et,congue,18,53,42
4639,inceptos Pellentesque at,posuere,31,54,21
4640,erat,pretium Etiam,10,18,26
4641,amet,dis,28,38,20
4642,Cras libero,In nascetur,33,5,12
4643,pretium luctus justo,luctus,33,55,42
4644,ullamcorper ultricies nibh,venenatis,0,31,21
4645,ac Mauris Ut,nisi sollicitudin,11,34,36
4646,nonummy ad,Duis,35,36,3
4647,blandit nascetur facilisi,nibh,31,1,21
4648,mauris molestie,mollis,27,60,27
4649,tempor dapibus massa,Nunc Fusce suscipit,49,48,32
4650,facilisis,lectus Integer,23,19,38
4651,Cras,sagittis Vivamus vestibulum,44,5,47
4652,inceptos nisi,nunc nisi feugiat,5,23,21
4653,facilisis eros eleifend,nostra placerat,45,7,3
4654,venenatis,inceptos,50,23,5
4655,vitae Nam orci,Maecenas,49,27,35
4656,vel gravida,vestibulum,38,35,10
4657,ridiculus Curae,sem vehicula Vestibulum,27,0,32
4658,faucibus vestibulum,eu,11,4,12
4659,tempus,ad fringilla,34,3,27
4660,tempor,Aenean,39,14,4
4661,Duis,faucibus dui,42,23,41
4662,Duis orci litora,nisl vestibulum condimentum,41,35,46
4663,vestibulum,tempus sem,9,36,12
4664,ullamcorper,dapibus condimentum,39,28,40
4665,Maecenas porttitor,Aenean,42,55,10
4666,risus,Vestibulum risus felis,50,31,9
4667,varius Donec,et varius,21,55,19
4668,lobortis Vivamus varius,Duis Suspendisse elementum,11,27,1
4669,rutrum id orci,ullamcorper nascetur Proin,2,23,27
4670,molestie,varius Cras,34,46,29
4671,laoreet,convallis,32,13,49
4672,fringilla justo massa,condimentum senectus,3,56,24
4673,Curae Etiam,dui tristique odio,34,37,11
4674,sollicitudin habitant,Cras mauris,38,27,44
4675,imperdiet Sed,egestas morbi,1,1,17
4676,ultrices cubilia,erat,35,25,22
4677,Class volutpat,tempor,23,37,16
4678,pharetra nisi,ligula,49,21,27
4679,ridiculus et,malesuada,46,48,49
4680,justo,laoreet nulla aptent,2,15,24
4681,Suspendisse tempus urna,tellus,44,6,46
4682,facilisis libero nascetur,tempor,13,13,5
4683,rutrum,mus Aenean gravida,15,10,28
4684,lorem,nisl blandit placerat,34,19,27
4685,ornare Aenean,Class dolor,14,0,31
4686,Fusce,Morbi,14,28,30
4687,arcu ac,non,3,55,44
4688,orci In,Duis,22,2,10
4689,orci montes,viverra taciti magnis,23,41,47
4690,lacus,orci,20,59,40
4691,euismod molestie Lorem,congue Vivamus netus,42,44,6
4692,in,vitae vulputate fringilla,44,25,49
4693,aptent tortor sed,Pellentesque Aenean,10,36,44
4694,vulputate,libero,36,46,38
4695,pretium dui tortor,nulla scelerisque commodo,30,34,7
4696,In rutrum Curabitur,a pulvinar per,17,19,41
4697,velit,diam diam,7,26,28
4698,aptent,consequat,1,33,1
4699,Cras Class,neque,13,21,48
4700,inceptos torquent,ligula,38,30,21
4701,Sed Proin feugiat,per placerat,35,23,23
4702,Donec Fusce nascetur,Sed Vestibulum velit,16,12,26
4703,pharetra a,mi a Mauris,47,4,29
4704,ultrices,viverra turpis,35,14,9
4705,vehicula,hendrerit eget semper,18,49,43
4706,malesuada,elit aliquam,22,45,13
4707,Nam Lorem,iaculis netus interdum,41,37,11
4708,sed ad,Ut dis vulputate,9,6,9
4709,sagittis Integer,litora,40,22,18
4710,pretium,congue Curabitur massa,0,22,2
4711,nisl arcu rhoncus,Mauris aliquet,19,21,32
4712,viverra Lorem massa,montes Nunc,44,50,49
4713,lobortis litora,sollicitudin est sociis,3,19,16
4714,porta ligula,mi laoreet nonummy,38,32,1
4715,ornare,malesuada,48,11,43
4716,mauris vestibulum et,Class consectetuer,18,13,1
4717,vel Lorem,vulputate,10,52,14
4718,id porta,ipsum fringilla ligula,35,10,22
4719,facilisi eget Phasellus,nunc tempus luctus,45,30,40
4720,eleifend,Nunc,43,11,7
4721,Class,risus pellentesque,17,40,18
4722,euismod felis,a,4,33,38
4723,blandit,id,30,34,13
4724,Praesent,placerat,35,59,29
4725,fermentum pretium dignissim,massa,18,0,41
4726,vitae,ligula enim,4,28,8
4727,suscipit pellentesque euismod,arcu blandit,8,16,43
4728,risus dignissim volutpat,elementum ultrices,27,13,34
4729,lobortis,at per semper,7,0,47
4730,bibendum diam,mi Cum,30,55,35
4731,Mauris,eu,43,8,39
4732,interdum ridiculus,amet pulvinar,35,48,25
4733,litora In pulvinar,justo Quisque vestibulum,27,27,12
4734,consectetuer,massa Vivamus,2,33,15
4735,rutrum magna,penatibus,27,28,27
4736,nostra fames litora,magna,10,21,40
4737,ornare eros,taciti dolor Vestibulum,41,26,36
4738,egestas,scelerisque facilisi sem,45,18,22
4739,sapien,mauris,46,4,30
4740,quam litora inceptos,nostra dapibus,30,41,17
4741,iaculis dolor,cubilia,8,38,18
4742,purus nibh,ipsum montes,5,59,21
4743,dui nonummy,Suspendisse auctor magnis,44,56,11
4744,Curae aliquet,scelerisque Duis nec,8,22,21
4745,ut condimentum,semper sociosqu,8,43,0
4746,nulla Cum,ligula aliquam aliquam,3,29,44
4747,pharetra mollis molestie,Nullam consequat,35,60,12
4748,elementum feugiat Class,nisl posuere,18,5,36
4749,morbi semper,gravida,33,30,19
4750,nibh,orci diam dis,10,57,14
4751,mus aptent pharetra,fames quam,27,56,10
4752,hendrerit,imperdiet dolor,39,53,41
4753,rhoncus,luctus,35,21,10
4754,eleifend sapien euismod,quam mauris ultrices,8,49,16
4755,mi posuere nonummy,rhoncus Ut montes,35,38,39
4756,lorem enim,In Phasellus,50,38,8
4757,Praesent egestas,facilisi,27,14,29
4758,Fusce,ridiculus et et,27,8,3
4759,Aenean,fames hymenaeos,26,54,6
4760,bibendum tellus,nunc varius amet,48,5,40
4761,Nulla tincidunt Lorem,Nullam ullamcorper,21,7,19
4762,consectetuer laoreet,tortor,20,36,0
4763,aliquet aptent,Morbi bibendum elit,5,5,3
4764,aliquam Aenean facilisis,sit eu,31,37,0
4765,suscipit,sapien odio quam,8,42,2
4766,dictum orci Maecenas,sociis,27,44,12
4767,lorem Etiam sit,litora aliquam tincidunt,13,20,26
4768,amet taciti,nulla,34,1,25
4769,Cum augue orci,Cras,28,36,46
4770,diam felis,per porta pellentesque,43,2,12
4771,lorem ornare,blandit,13,1,21
4772,pulvinar Phasellus blandit,sollicitudin,40,23,47
4773,congue dui Proin,et lacus,10,7,11
4774,Vestibulum ut,varius sollicitudin leo,15,24,17
4775,inceptos,dis ornare Vivamus,48,5,30
4776,venenatis risus netus,penatibus tristique,21,35,29
4777,Aliquam pretium bibendum,Sed aptent nonummy,37,8,39
4778,fringilla Donec tortor,luctus,17,53,3
4779,dolor pharetra,rutrum,6,30,10
4780,lobortis,nulla,27,26,15
4781,penatibus,magnis nostra In,33,3,26
4782,Aliquam,metus,27,45,21
4783,auctor sed tellus,pellentesque ultrices,42,0,33
4784,iaculis,ligula,32,21,1
4785,at,Ut nonummy,22,43,16
4786,Fusce ornare,habitant pulvinar,20,26,12
4787,parturient sociis,tempus,47,11,38
4788,netus posuere,sociis ligula,38,54,3
4789,euismod vulputate elit,dignissim sem,41,45,18
4790,libero,cubilia hendrerit,34,55,28
4791,quam adipiscing facilisi,nunc,33,12,27
4792,augue,venenatis,24,51,45
4793,elit sit eros,aliquet diam,14,11,0
4794,euismod lectus,Aliquam,30,31,40
4795,Nullam,Proin,44,60,3
4796,montes,leo,3,35,42
4797,inceptos tortor condimentum,ullamcorper,40,9,38
4798,cubilia,Sed,43,10,38
4799,rutrum dictum Suspendisse,varius risus Maecenas,27,39,32
4800,quam Nulla,pretium senectus ultrices,36,0,18
4801,senectus,in,11,7,4
4802,massa,nostra,34,60,16
4803,quam ipsum,facilisis cursus,20,55,23
4804,Nulla,tortor,45,46,48
4805,ac,porta,10,52,30
4806,nibh arcu,rhoncus,31,24,31
4807,morbi feugiat,torquent,15,15,5
4808,neque aliquet vehicula,et dapibus Curabitur,50,43,18
4809,montes Morbi dolor,bibendum consequat,35,40,39
4810,leo sociosqu urna,justo montes ad,37,35,23
4811,felis Integer tincidunt,sociis,9,57,21
4812,Suspendisse,quis euismod feugiat,0,25,30
4813,Nam penatibus Etiam,urna,21,20,37
4814,mollis lacinia neque,ultricies,23,35,36
4815,facilisi mi felis,molestie varius laoreet,11,4,34
4816,purus,accumsan dui,27,22,43
4817,nonummy,natoque aliquet ante,14,31,8
4818,sociis,scelerisque Duis,17,40,14
4819,metus sociis,turpis,8,2,41
4820,volutpat Cum,venenatis,20,32,9
4821,sem,pellentesque,25,2,19
4822,cubilia nulla,velit consequat,30,26,29
4823,ac arcu,Aenean euismod,18,7,22
4824,quis,suscipit cubilia,6,36,45
4825,ante dignissim dolor,sapien ante,11,55,2
4826,egestas fringilla,ultrices ligula pulvinar,26,30,45
4827,feugiat pulvinar risus,felis risus Curae,10,53,27
4828,blandit,turpis tincidunt viverra,9,26,46
4829,eleifend,pharetra,21,34,28
4830,sed Vestibulum,accumsan,49,60,38
4831,nascetur,ac sodales,7,14,42
4832,Nulla fringilla,placerat,27,0,16
4833,imperdiet lobortis,gravida,9,59,34
4834,Quisque,Fusce,10,54,43
4835,ad facilisi dui,Aliquam sit inceptos,44,53,47
4836,malesuada arcu ullamcorper,pretium,43,17,8
4837,sagittis nisi mi,placerat,50,55,4
4838,erat tellus sagittis,molestie rutrum nisi,45,22,27
4839,dapibus Ut,blandit mus enim,23,42,43
4840,sodales,consectetuer,21,30,8
4841,dignissim tellus,mauris commodo scelerisque,49,0,4
4842,dictum eu,congue,6,25,43
4843,pede magna,dui arcu,3,32,13
4844,condimentum risus,rhoncus mus faucibus,3,28,48
4845,Aenean auctor,nonummy,9,52,24
4846,aliquet,conubia,42,2,17
4847,ultrices ac natoque,Suspendisse scelerisque,23,1,42
4848,turpis magna velit,tempor pretium magna,28,6,14
4849,montes nec,Morbi,40,41,16
4850,sed elit,dignissim dolor egestas,23,35,27
4851,Duis,Cras,47,5,47
4852,accumsan,tortor a facilisi,18,7,16
4853,Suspendisse,libero non,3,31,44
4854,aliquet suscipit pretium,mi,2,55,46
4855,ornare,cursus accumsan sagittis,42,3,49
4856,Ut commodo,viverra dapibus taciti,8,17,29
4857,lorem iaculis,at,7,30,7
4858,sed ante placerat,convallis faucibus congue,46,32,42
4859,netus eu,ac tempus ligula,3,35,14
4860,turpis per,inceptos,50,53,9
4861,venenatis Suspendisse Etiam,gravida placerat fames,6,16,11
4862,ridiculus nonummy Class,ante imperdiet lorem,12,52,23
4863,lobortis posuere,non Maecenas Integer,5,30,38
4864,vulputate,aliquam,47,14,25
4865,montes nostra,viverra vitae condimentum,39,5,48
4866,eu tempor Mauris,leo,0,4,36
4867,imperdiet,sed Nam,37,52,37
4868,libero Aenean,varius,0,41,41
4869,ornare,non,44,48,34
4870,turpis,bibendum Morbi Nullam,37,54,20
4871,nostra,leo placerat nunc,3,20,43
4872,varius non ultrices,Nullam enim pretium,28,58,7
4873,non nunc,dapibus,33,14,41
4874,nec,elementum,38,1,22
4875,nascetur,Mauris,10,35,12
4876,congue erat nonummy,scelerisque facilisis,33,2,31
4877,eleifend amet,lacinia,17,16,22
4878,nunc,Sed,33,40,28
4879,dapibus dictum,tincidunt netus Sed,0,12,32
4880,eget primis dis,porttitor,29,49,2
4881,volutpat,lorem malesuada,38,45,30
4882,conubia inceptos facilisi,libero,48,50,19
4883,Donec,aptent,13,22,47
4884,leo habitant,cubilia et,1,53,35
4885,torquent congue,rhoncus,10,28,45
4886,volutpat fames,Class pulvinar nascetur,30,40,25
4887,fringilla nostra,orci hymenaeos leo,2,16,14
4888,vulputate sit,sociosqu Curabitur,42,14,44
4889,morbi mus scelerisque,aptent,7,34,42
4890,Etiam a,et,18,54,28
4891,Ut at laoreet,nisi magnis faucibus,13,24,8
4892,tincidunt Mauris,felis Nam ad,32,10,35
4893,tortor aptent,imperdiet,5,22,42
4894,feugiat ac velit,Pellentesque,43,18,3
4895,Duis tortor,rhoncus Vivamus,2,8,38
4896,rhoncus sem,montes,36,28,16
4897,nunc,ad pretium feugiat,22,18,28
4898,ut senectus,sed libero ipsum,18,5,44
4899,hymenaeos Lorem dolor,penatibus,23,6,37
4900,iaculis,netus,38,21,34
4901,quis,ut Ut,50,26,9
4902,Nullam,placerat sagittis parturient,32,46,34
4903,Class Nam turpis,mollis libero libero,37,1,0
4904,ante,metus,0,0,22
4905,dapibus tellus,sed at nisl,33,37,38
4906,volutpat,massa odio,33,16,32
4907,primis sociis,mauris,21,0,44
4908,tortor,tortor dictum in,17,29,33
4909,tempus,sodales In,45,37,9
4910,ut arcu,eros Aliquam,45,40,14
4911,arcu massa,faucibus varius,50,22,9
4912,accumsan,ante,36,24,6
4913,inceptos tincidunt porta,vel,4,2,21
4914,lacus Mauris,dignissim diam ultricies,12,9,44
4915,diam Proin elementum,semper,43,26,48
4916,mus In egestas,Morbi auctor,18,24,37
4917,aliquam Sed Fusce,porttitor nostra ligula,34,1,41
4918,dis,pretium,39,45,49
4919,Ut inceptos tellus,nibh Proin Praesent,38,33,26
4920,Fusce aliquet nulla,ad hendrerit,36,48,5
4921,Cum a,sagittis magnis eleifend,10,56,38
4922,id,purus,34,52,30
4923,tempor,amet,32,10,36
4924,imperdiet,dis,14,8,9
4925,augue Nullam,at Curabitur,7,3,14
4926,In,Maecenas blandit Lorem,46,20,30
4927,aliquam,adipiscing sollicitudin metus,19,49,8
4928,justo,odio,47,54,12
4929,luctus Quisque,Aliquam sed,32,54,30
4930,Suspendisse nostra,lectus accumsan,21,3,40
4931,eleifend lacinia,lobortis,46,49,24
4932,sodales ullamcorper vulputate,nonummy mauris,9,40,24
4933,dictum,Curae,35,15,13
4934,per,aptent netus Nam,14,55,34
4935,iaculis,ultrices,31,20,38
4936,Mauris penatibus,eu pulvinar lectus,11,15,35
4937,placerat torquent,laoreet quis,43,23,27
4938,sociis blandit,odio senectus,10,59,49
4939,In Aenean,luctus orci Etiam,45,30,39
4940,mollis rhoncus,torquent Donec mauris,0,51,3
4941,leo sollicitudin morbi,Nullam,48,25,45
4942,molestie,dapibus vitae nostra,6,59,39
4943,nibh,Nullam risus at,47,26,34
4944,tristique lectus,Nulla,31,34,7
4945,id,varius enim est,34,60,41
4946,pretium nunc,ornare dapibus,50,58,32
4947,ullamcorper taciti,erat porttitor,43,31,28
4948,feugiat Etiam natoque,bibendum ullamcorper semper,31,52,11
4949,sagittis,mus nisi,33,40,6
4950,dictum sociis est,erat,28,3,29
4951,in ad eros,elementum,33,0,9
4952,ultrices sem,In placerat,16,59,34
4953,nostra,euismod a habitant,21,5,22
4954,dui dapibus dictum,nostra netus,7,52,19
4955,pulvinar velit,posuere tempor consequat,34,19,31
4956,Donec blandit,quis,9,38,21
4957,penatibus,faucibus mus,34,49,28
4958,lacus urna,sed pulvinar,44,25,37
4959,varius tristique,odio arcu,26,32,48
4960,vel pede Duis,Maecenas luctus,10,22,42
4961,cubilia torquent,pulvinar risus,39,47,11
4962,vitae,facilisi,37,56,0
4963,consectetuer,facilisi lacus,1,53,33
4964,magna euismod,libero,35,30,28
4965,habitant pellentesque aliquam,luctus,35,2,13
